Word,Count,Positive TFIDF,Neutral TFIDF,Negative TFIDF
kristyanismu,1,0,0.0011125234638301295,0
muing,1,0,0,0.0021124174140034475
prutihir,1,0.003448659906071639,0,0
gimbistigar,1,0.004694908085469523,0,0
subrang,1,0,0.001221026360231451,0
kapulis,6,0,0.001499369384386212,0.0029410528537529694
kurakut,2,0,0.0011316710337833037,0.002454825453391463
sinadur,5,0.0035317431180314977,0.001336077033378459,0.0021181202818479432
gpasabut,1,0,0.0014380321530340938,0
pidru,1,0,0.001221026360231451,0
gbabag,1,0,0,0.002033400174144675
albuira,2,0,0,0.002490868404905991
daku,2,0,0.0013954148959055943,0
tuig,10,0,0.0027067885728594377,0
kaaghat,1,0,0.0011590247051449815,0
istricampu,1,0,0.0010718348776796339,0
lalis,1,0,0,0.005194089768495583
biaz,4,0.0036120917126219072,0.001425195129019358,0
adlaw,3,0,0.001370913314404427,0.0021124174140034475
muiskwila,1,0,0,0.0023406894402621245
gsunud,1,0,0.001221026360231451,0
lalim,1,0,0,0.0021504627517132274
gaani,1,0,0.001365696888766546,0
lihuk,1,0,0.0012752778084321116,0
gmisa,1,0.003864075965870934,0,0
usab,12,0.004390542291505803,0.0030676194487987167,0.0023479205777395176
buys,1,0.003864075965870934,0,0
bilanggu,1,0.003344805891121815,0,0
paabut,2,0.0035317431180314977,0.0011486910959639031,0
nghinaut,2,0,0.0017378060613800457,0
abusadu,2,0,0,0.003215636614372663
pananglit,2,0.003587131926004737,0.001365696888766546,0
kadaghang,1,0,0,0.0021980194238504515
almacin,2,0,0.0016266264410844038,0
trunil,1,0,0.0010718348776796339,0
kadalan,1,0,0.001221026360231451,0
labut,4,0,0.0016824374034552375,0.0019502241321880723
kiulus,1,0,0.0011590247051449815,0
simana,1,0.003864075965870934,0,0
kapasaka,2,0,0.0015827026815691892,0
labing,3,0.003448659906071639,0.0011590247051449815,0.0019502241321880723
sundalu,1,0,0,0.0020812894104227193
umagad,1,0.003745385663071135,0,0
punit,1,0,0,0.0021124174140034475
tatad,1,0,0.0010815226362868946,0
kapaniguru,1,0,0,0.005194089768495583
griguriu,1,0,0.0010718348776796339,0
tinguha,1,0.0034167048245486156,0,0
mantsah,1,0,0.001124579341208054,0
statuwa,1,0,0.0011316710337833037,0
lutu,1,0.003745385663071135,0,0
diin,10,0.004920053237092282,0.0017883732262552418,0.0022148177560791958
pulus,2,0,0.0013140288428611549,0.0021980194238504515
uktubri,1,0,0.0014380321530340938,0
tinuud,4,0,0.0015262468303367408,0.0021980194238504515
tribukar,1,0,0,0.0021980194238504515
ligal,2,0,0.0012752778084321116,0.0022591637165983117
panfilu,2,0.0038476229134124192,0,0
trak,1,0,0,0.002033400174144675
parilibu,1,0.003745385663071135,0,0
sugbuan,2,0,0.0013606039314315583,0
ahat,1,0,0.0013775840916221654,0
mudirnu,1,0,0.001124579341208054,0
davau,2,0,0.001221026360231451,0.0026260294730854703
diklarar,5,0,0.0016944812252615846,0
liksiy,4,0,0.0014576334182350276,0.0026132919311404835
kakuwang,2,0,0.001263439681451973,0
sangku,2,0,0.0031740784954552366,0.002033400174144675
santa,2,0,0.0013983376207440186,0
bantayan,1,0,0.001546535049435415,0
kampanya,1,0,0.0012752778084321116,0
kanang,1,0,0,0.002033400174144675
dipindi,2,0,0.0019904479529215696,0
pakigbatuk,2,0,0.0012752778084321116,0.0019188824352189176
panguluh,2,0,0.001201298560885756,0.0020553494074387786
basig,1,0,0,0.0021124174140034475
ccpu,1,0.0033655766941117797,0,0
raval,1,0,0.0010718348776796339,0
angay,2,0.0034263291360264975,0.0013954148959055943,0
nganu,2,0,0.0015274310168739468,0
pasalig,2,0.0033264787120130227,0,0.001925649392519076
pusas,1,0,0,0.002454825453391463
upisina,2,0,0.0016577567347671835,0
spanya,1,0,0.0011125234638301295,0
bukas,1,0,0,0.0019924135653473147
rufinu,1,0.003448659906071639,0,0
kacumply,1,0,0,0.0020812894104227193
kulkata,1,0,0.0020890495314420223,0
kanamu,1,0,0,0.002033400174144675
kasakmit,1,0,0,0.0021124174140034475
kabay,1,0,0.0011908023295254867,0
limpiyu,2,0,0.0012176598378008262,0
publiku,1,0.003587131926004737,0,0
gpahigay,1,0,0.0012752778084321116,0
chimicals,3,0,0.001456929684684026,0
pasabut,5,0,0.001553601539346204,0.002801837894694661
pangdapat,1,0,0.001201298560885756,0
diktadurya,2,0,0.001221026360231451,0.0021124174140034475
mumartsa,2,0,0.0014576334182350276,0
palayu,1,0,0,0.0020812894104227193
spinusa,2,0,0,0.002490868404905991
rispunsabilidad,1,0.003587131926004737,0,0
hilum,1,0,0.001546535049435415,0
tanyag,1,0,0.0012451381149873003,0
sistima,5,0.003892866194920201,0.0016266264410844038,0.0026260294730854703
pinawin,1,0,0.0010718348776796339,0
ssiunariis,1,0,0.0013140288428611549,0
juil,2,0.0033655766941117797,0.0010718348776796339,0
watching,1,0,0.0013140288428611549,0
biddirs,1,0,0.0011848587280976772,0
glambigit,1,0,0.0014380321530340938,0
tinuuray,1,0.0035317431180314977,0,0
tindah,1,0,0.0011590247051449815,0
sitwasy,3,0,0.0023286516279476593,0
aksidinti,1,0,0.001221026360231451,0
kini,24,0.005634479516580208,0.002599549974304023,0.003508889719464665
barriu,1,0,0.001221026360231451,0
hydruginatid,1,0,0.0011486910959639031,0
mpurtasy,1,0.0035317431180314977,0,0
kumbati,1,0,0,0.0021504627517132274
lictiuns,4,0.003745385663071135,0.0015100450054413286,0
langkub,1,0,0.001546535049435415,0
dagh,5,0,0.0015196362330352684,0.0018589983044342319
papas,1,0,0.001124579341208054,0
buut,1,0,0,0.0021124174140034475
kang,2,0,0.0011486910959639031,0.0020553494074387786
tungud,13,0.0036009600228844156,0.0023149827706942213,0.0029490560799944527
parihas,1,0,0.0013140288428611549,0
walay,5,0.004458407213767476,0.0011848587280976772,0.0027337608677869196
kana,2,0,0.0012649501197466654,0.0019924135653473147
gpugung,1,0,0.0012752778084321116,0
cumputirizati,3,0.0037797579911507465,0.001365696888766546,0
bidinsiya,4,0.0036563679359712864,0.001546535049435415,0.0020620552816370957
kanaku,1,0,0.001201298560885756,0
tukud,2,0.0035317431180314977,0.0013140288428611549,0
bahad,1,0.003587131926004737,0,0
citizins,1,0,0.001365696888766546,0
ruadshuw,1,0,0.0011590247051449815,0
katulu,1,0,0.001546535049435415,0
ilis,1,0.003587131926004737,0,0
baniug,1,0,0,0.0021504627517132274
grali,1,0,0.001546535049435415,0
suburnu,2,0,0.0010815226362868946,0.0021980194238504515
kuyug,1,0,0.0011875552758859658,0
pangulu,1,0.0036563679359712864,0,0
halapad,1,0,0.0011709481003539179,0
sulud,6,0,0.0013676204891143661,0.002899949794573989
punung,1,0,0.001201298560885756,0
usmiña,2,0,0.001221026360231451,0.002033400174144675
kahinumdum,1,0,0,0.0020553494074387786
lisud,1,0.003864075965870934,0,0
unipurmi,1,0,0,0.0023406894402621245
risi,1,0,0,0.002043371491319234
sayup,2,0.003587131926004737,0.0013140288428611549,0
munumintu,1,0,0.001221026360231451,0
hangin,1,0,0.001365696888766546,0
huwibis,1,0,0,0.0021504627517132274
kadawat,3,0.0033655766941117797,0.001365696888766546,0.0021980194238504515
gbabalaud,1,0,0,0.002911369505908816
atul,3,0,0.00112480759422384,0.002233351438640186
sakit,4,0,0.0016367147624011193,0
purnada,2,0,0,0.0027612966247346766
sulti,1,0,0.001365696888766546,0
sayud,1,0,0.0014380321530340938,0
mukuyug,1,0,0.0013140288428611549,0
tubag,5,0,0.002027858429856972,0.002454825453391463
gpuyu,1,0,0.001365696888766546,0
kamatinabang,1,0,0.0014380321530340938,0
disisy,1,0,0.0013140288428611549,0
pahigay,4,0,0.0017038360272083085,0
gpanuku,1,0.0034167048245486156,0,0
atliast,1,0,0,0.0021980194238504515
dakung,4,0,0.0014487390486113763,0.0021631185363038025
atty,5,0,0.0021247111400088804,0
ngganyu,1,0,0.0012451381149873003,0
tinsy,1,0,0,0.002033400174144675
kungrisista,2,0.003448659906071639,0.0013140288428611549,0
diuns,2,0.003745385663071135,0,0.0020812894104227193
bitbit,1,0,0.0011125234638301295,0
ndaui,1,0,0.0012451381149873003,0
kabalik,1,0,0.0012451381149873003,0
tawag,3,0,0.0011709481003539179,0.0029746987410797913
lvira,1,0,0.0010718348776796339,0
pamulung,1,0,0.0013140288428611549,0
durugista,1,0,0.001201298560885756,0
dudung,1,0,0.001201298560885756,0
calamba,2,0,0.0012451381149873003,0.0021124174140034475
parujinug,1,0,0.001201298560885756,0
pakauwaw,1,0,0.0011590247051449815,0
anhi,1,0,0,0.002183045728831784
kapari,1,0,0.001546535049435415,0
smugglid,1,0,0,0.002454825453391463
giskwila,1,0.0035317431180314977,0,0
mutibu,1,0,0,0.0019188824352189176
anha,3,0,0.0015274310168739468,0
kusina,2,0,0.0017378060613800457,0
liksy,1,0,0,0.0020553494074387786
adtu,2,0,0.001187502664661036,0
drugas,12,0.004123930096906374,0.001826043388672776,0.00412863977162227
rcillana,1,0,0.0010815226362868946,0
lunita,1,0,0.0011316710337833037,0
spinu,3,0.0036563679359712864,0.001221026360231451,0.0023482602705183248
tagad,2,0,0.0014590017827925126,0
kauluh,2,0,0.0014851251061626773,0
kinahangl,1,0.003587131926004737,0,0
biktima,3,0.003587131926004737,0,0.002445887045151281
buluhat,1,0,0.0011709481003539179,0
palpak,1,0,0,0.0021314161845547405
kabayad,1,0,0.0012451381149873003,0
hustisiya,1,0,0.0011848587280976772,0
uakwuud,1,0,0,0.0020812894104227193
antibungbung,1,0,0.0011590247051449815,0
judi,1,0,0.0010815226362868946,0
kamau,1,0.003448659906071639,0,0
kadaku,1,0.0035317431180314977,0,0
batuk,3,0,0.0011738221693348796,0.002262472986471428
hulug,1,0.004279492025670229,0,0
kuntrata,1,0,0.0011316710337833037,0
aligasy,1,0,0,0.001925649392519076
fatima,2,0,0.0018720437386393794,0
katuig,1,0,0,0.002033400174144675
kaayuh,1,0,0.0011848587280976772,0
balur,3,0,0.001365696888766546,0.0024205416325061863
tigdipinsa,1,0,0,0.0021980194238504515
gradwadu,1,0,0.0013140288428611549,0
alsa,1,0,0,0.0020812894104227193
patum,2,0.003647439611513209,0,0
diay,9,0,0.0016888870284499633,0.004145956739138432
aquiinu,1,0,0.001201298560885756,0
suta,1,0,0,0.0023406894402621245
wagtang,1,0,0,0.002454825453391463
pangunay,1,0,0.0014380321530340938,0
kaluuy,1,0,0.0010908228845498652,0
kahanay,2,0.003864075965870934,0.001546535049435415,0
kausab,2,0.003587131926004737,0.0011590247051449815,0
ambut,3,0,0.0018134082031810825,0.002033400174144675
singkasing,1,0.0037118930688890732,0,0
ixpiri,1,0,0.0012451381149873003,0
kaib,1,0.0033264787120130227,0,0
mutabang,3,0.003864075965870934,0.001478386947356881,0
pasirad,2,0.005525740205068114,0,0.0022591637165983117
gung,2,0,0,0.0020305721322111973
albirtu,1,0,0.0012752778084321116,0
nyung,1,0,0,0.003482049571555508
hukas,1,0,0.0011590247051449815,0
guna,2,0,0.0014267751612114202,0.0022591637165983117
susi,2,0.0035317431180314977,0,0.0022591637165983117
lagruh,1,0,0.0013140288428611549,0
mupatum,1,0.004030242389790652,0,0
kaayu,4,0,0.0018494323169386663,0.002033400174144675
butyag,1,0,0.001221026360231451,0
birhin,1,0,0.001221026360231451,0
pangandam,3,0,0.0012072830732398996,0.0021314161845547405
suhitu,1,0.004279492025670229,0,0
agnisi,1,0,0.001365696888766546,0
rumanu,1,0,0,0.0020553494074387786
pasar,4,0.003745385663071135,0.0022320220065116334,0
scariu,1,0,0,0.002033400174144675
buksidur,1,0,0.0012752778084321116,0
kritiku,1,0,0,0.002454825453391463
himutang,3,0,0.001365696888766546,0.0023538203752866216
kaha,8,0,0.001972641737262228,0.0027158521846880586
skina,1,0,0,0.002033400174144675
tunul,1,0,0,0.002911369505908816
putla,1,0.003745385663071135,0,0
kaigsu,2,0,0.0016444151803317064,0
linibu,1,0,0.0011316710337833037,0
kamatay,2,0.004694908085469523,0,0.0021504627517132274
ntaw,1,0,0.0013775840916221654,0
iskwila,1,0,0.0012451381149873003,0
sabatir,1,0,0.0010815226362868946,0
ahinsiya,1,0,0.001124579341208054,0
alyansa,2,0,0.0013361848911151461,0
mupasiugda,1,0.0033264787120130227,0,0
nginahangl,1,0,0.0010908228845498652,0
tawu,7,0.0036009600228844156,0.0021527883367243104,0.0021504627517132274
bunu,1,0,0.001201298560885756,0
gabut,1,0,0.0017273732101042842,0
sitiu,3,0,0.0025605352515677966,0
ubus,2,0.003745385663071135,0,0.0022591637165983117
kalikay,1,0,0,0.0019188824352189176
unibirsidad,1,0,0.001201298560885756,0
katabang,1,0,0.0011316710337833037,0
tumaw,2,0,0,0.0021181202818479432
duria,2,0.0033655766941117797,0,0.0023406894402621245
nday,1,0,0.001201298560885756,0
wala,13,0.00391768574821919,0.0020616361885317917,0.004349087189282791
kunik,1,0,0.0011848587280976772,0
kapalangay,1,0.0035317431180314977,0,0
lagda,2,0.0033655766941117797,0,0.0023406894402621245
daling,2,0,0.0012983433440659985,0
yith,1,0.003587131926004737,0,0
dinnis,1,0,0.0010815226362868946,0
mpiksy,1,0,0.001221026360231451,0
rubin,1,0,0.0010815226362868946,0
sangab,1,0,0.0011709481003539179,0
musugut,1,0,0,0.002033400174144675
supt,2,0,0.001221026360231451,0.002454825453391463
plantir,1,0.0036563679359712864,0,0
sayang,1,0.004279492025670229,0,0
siyay,2,0,0,0.0021445848537428123
gtapuk,2,0,0.0015021052663532846,0
akung,12,0,0.0028303131091846575,0.0032068659838613966
diktadur,1,0,0,0.0020109472479083045
tukma,1,0.0035317431180314977,0,0
simbahang,1,0,0.0010908228845498652,0
anhing,1,0,0.0011316710337833037,0
hipi,3,0,0.001201298560885756,0.0023352170172272818
awtu,2,0,0,0.0025706644612502067
kaayung,1,0,0,0.002033400174144675
kadagh,2,0,0.0013775840916221654,0.002183045728831784
siyam,2,0,0.0017273732101042842,0
pruduktu,1,0,0,0.0026260294730854703
nglis,2,0.004030242389790652,0,0.0023406894402621245
labid,1,0,0.0010718348776796339,0
dugay,6,0.003796724221716164,0,0.002663490965642948
gupirati,1,0,0,0.002033400174144675
siyag,1,0,0,0.002911369505908816
duut,1,0,0.001221026360231451,0
rali,2,0,0.0012708516561383489,0.002033400174144675
binipisyu,1,0,0.001546535049435415,0
pulis,12,0.003886402868990518,0.003184598056120071,0.003378278573732177
ricus,6,0.003994663578312711,0,0.0030127198108669006
pildi,2,0,0.0012695436606054592,0
duul,2,0.0034167048245486156,0,0.002033400174144675
ugma,1,0,0,0.0021504627517132274
adtung,7,0.0035317431180314977,0.0021651072821864937,0.00202796650463524
calungsud,1,0,0.001221026360231451,0
dakbay,2,0,0.0011590247051449815,0.0021124174140034475
nbistigasy,1,0,0,0.002033400174144675
alsica,1,0,0.001365696888766546,0
canur,3,0,0.0014690506205896814,0
anak,3,0,0.0012115558586473399,0.0021423679060680522
lambigit,3,0,0.0014463582846914616,0
buks,1,0,0.0011374361117835784,0
tita,1,0,0.0010815226362868946,0
kasumpu,1,0,0.001546535049435415,0
upisyal,5,0.003864075965870934,0.0013853286324092033,0.002454825453391463
kapatay,1,0,0,0.0020553494074387786
anaa,1,0,0.001221026360231451,0
hinu,4,0.0035317431180314977,0.0014322682204955097,0.002492822994494048
purts,1,0,0.0011709481003539179,0
uktaba,4,0.0038694366384251,0.001201298560885756,0.0021980194238504515
fixirs,1,0.0033264787120130227,0,0
payuhut,1,0.0035317431180314977,0,0
palibut,1,0,0.001221026360231451,0
puyu,1,0,0,0.0022591637165983117
balauran,2,0.003745385663071135,0,0.0022591637165983117
kasambag,1,0,0,0.002033400174144675
muubsirbar,1,0,0,0.002454825453391463
firnandu,1,0,0.001221026360231451,0
bumbiru,2,0,0,0.0023136640630711434
alimpus,1,0,0.001365696888766546,0
bujaxhiu,1,0,0.001365696888766546,0
sund,1,0,0.0011848587280976772,0
